order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,product_name,category,launch_date,base_price,supplier_code,email,signup_date,gender,region_cust,loyalty_tier
O180176,C00220,P0028,5.0,28.28,2025-08-02,Delayed,Paypal,West,0.05,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,sergio59@yahoo.com,2024-10-20,Femle,East,Gold
O651152,C00292,P0004,5.0,42.31,2025-08-03,Delayed,Bank Transfer,South,0.05,Kitchen Product 82,Kitchen,2025-04-19,9.13,S589,sanchezbradley@yahoo.com,2024-10-05,Female,Central,Gold
O532341,C00260,P0008,2.0,21.1,2025-08-04,Delayed,Paypal,East,0.15,Storage Product 47,Storage,2024-08-29,31.96,S788,erica49@yahoo.com,2024-09-18,Other,East,Silver
O217367,C00176,P0017,5.0,28.29,2025-08-05,Cancelled,Credit Card,South,0.0,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,sandersjudy@yahoo.com,2024-07-13,Other,South,Bronze
O579880,C00265,P0014,5.0,16.75,2025-08-06,Delayed,Credit Card,East,0.0,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,derrick99@gmail.com,2024-10-08,Male,West,Gold
O804632,C00408,P0007,2.0,33.48,2025-08-07,Delayed,Bank Transfer,North,0.15,Personal Care Product 64,Personal Care,2024-09-30,33.63,S379,ijohnson@fields-steele.com,2024-11-13,Male,East,Bronze
O945134,C00078,P0030,5.0,38.13,2025-08-08,Delivered,Paypal,South,0.1,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,tamirodriguez@hickman.biz,2024-12-07,Male,West,Gold
O557342,C00109,P0020,1.0,43.88,2025-08-09,Delayed,Bank Transfer,Central,0.1,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,barbara27@pearson.org,2024-12-22,Other,East,Bronze
O327602,C00377,P0007,1.0,31.41,2025-08-10,Cancelled,Credit Card,East,0.05,Personal Care Product 64,Personal Care,2024-09-30,33.63,S379,scottsmith@harris-barker.com,2025-06-13,Female,Central,Bronze
O434068,C00455,P0006,2.0,46.74,2025-08-11,Delivered,Bank Transfer,North,0.0,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,acardenas@mcdaniel.com,2025-01-06,Male,South,Silver
O937929,C00037,P0028,3.0,8.44,2025-08-12,Delivered,Credit Card,North,0.1,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,williamanderson@ibarra-suarez.com,2024-10-24,Femle,East,Gold
O347734,C00482,P0012,2.0,38.01,2025-08-13,Delivered,Bank Transfer,East,0.05,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,trujilloleah@powell.com,2025-03-17,Male,West,Gold
O908399,C00282,P0029,2.0,14.2,2025-08-14,Delivered,Credit Card,East,0.0,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,frazierjennifer@yahoo.com,2024-08-10,Male,West,Bronze
O625480,C00110,P0006,3.0,29.94,2025-08-15,Delivered,Credit Card,East,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,harrisonricky@yahoo.com,2025-03-23,Female,South,Gold
O911487,C00027,P0020,2.0,19.18,2025-08-16,Delayed,Credit Card,East,0.2,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,dwhite@baxter.info,2025-05-15,Male,North,Gold
O681551,C00173,P0010,4.0,44.24,2025-08-17,Delivered,Credit Card,Central,0.0,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,russell49@rose-parker.com,2024-12-06,Female,West,Gold
O187955,C00462,P0028,4.0,45.17,2025-08-18,Delayed,Credit Card,Central,0.05,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,hartcraig@dillon-beard.biz,2024-10-16,Other,West,Gold
O185646,C00175,P0006,3.0,41.77,2025-08-19,Cancelled,Bank Transfer,North,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,lburgess@james.com,2025-01-16,Male,North,Bronze
O258758,C00028,P0025,4.0,19.56,2025-08-20,Delayed,Paypal,East,0.05,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,pearsonamber@novak.com,2024-12-10,Femle,North,Gold
O919665,C00095,P0018,4.0,41.05,2025-08-21,Delayed,Bank Transfer,Central,0.15,Storage Product 37,Storage,2024-07-18,6.08,S767,jeremy24@erickson.com,2024-07-23,Male,Unknown,Gold
O553468,C00096,P0025,1.0,28.89,2025-08-22,Delivered,Paypal,North,0.0,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,heidi27@salas.com,2025-01-04,Other,South,Gold
O857041,C00106,P0010,2.0,31.26,2025-08-23,Delayed,Bank Transfer,West,0.15,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,scott74@hotmail.com,2024-12-09,Female,East,Gold
O688807,C00294,P0004,2.0,40.51,2025-08-24,Delayed,Paypal,Central,0.05,Kitchen Product 82,Kitchen,2025-04-19,9.13,S589,kevinthomas@hotmail.com,2025-01-24,Male,West,Gold
O656963,C00431,P0009,1.0,47.9,2025-08-25,Delivered,Bank Transfer,West,0.2,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,stacey92@vaughan.info,2025-02-01,Female,Central,Gold
O582958,C00138,P0011,4.0,44.11,2025-08-24,Delivered,Bank Transfer,East,0.05,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,erica21@lucas.org,2024-11-24,Female,East,Gold
O111047,C00277,P0012,2.0,28.52,2025-08-23,Delayed,Credit Card,Central,0.05,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,bryanwilson@yahoo.com,2024-09-06,Female,South,Gold
O972500,C00496,P0006,2.0,22.04,2025-08-22,Delayed,Paypal,North,0.1,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,simsjohn@wiley.net,2025-02-19,Femle,Central,Gold
O235498,C00284,P0001,2.0,15.31,2025-08-21,Delivered,Credit Card,South,0.1,Storage Product 39,Storage,2025-03-11,15.88,S339,tchambers@johnson.com,2025-02-15,Male,East,Gold
O976262,C00150,P0008,4.0,17.32,2025-08-20,Delivered,Paypal,West,0.1,Storage Product 47,Storage,2024-08-29,31.96,S788,cory58@howard.com,2025-05-31,Female,West,Bronze
O418779,C00357,P0004,4.0,40.06,2025-08-19,Delivered,Credit Card,West,0.0,Kitchen Product 82,Kitchen,2025-04-19,9.13,S589,powerslawrence@gmail.com,2024-11-01,Male,Central,Silver
O734752,C00330,P0022,2.0,17.41,2025-08-18,Delivered,Credit Card,East,0.05,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,ryanhawkins@russell.com,2025-02-22,Other,West,Bronze
O327842,C00345,P0025,2.0,12.32,2025-08-17,Delayed,Credit Card,Central,0.1,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,tammy61@gmail.com,2024-08-13,Female,West,Gold
O685974,C00336,P0012,1.0,38.63,2025-08-16,Delivered,Credit Card,North,0.05,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,kevinmorrison@hotmail.com,2024-09-22,Female,East,Silver
O388949,C00202,P0005,2.0,45.61,2025-08-15,Delayed,Credit Card,North,0.15,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,bwilkerson@brown-shaw.com,2024-12-02,Female,Central,Bronze
O623375,C00393,P0006,4.0,21.74,2025-08-14,Cancelled,Credit Card,West,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,fmiles@hotmail.com,2025-01-30,Female,North,Gold
O854768,C00204,P0030,3.0,27.08,2025-08-13,Delayed,Credit Card,South,0.0,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,katherineharrison@hotmail.com,2024-07-08,Female,South,Silver
O717885,C00338,P0030,2.0,34.78,2025-08-12,Delivered,Credit Card,West,0.1,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,markramirez@yahoo.com,2024-11-24,Male,South,Gold
O799081,C00443,P0008,4.0,47.21,2025-08-11,Cancelled,Credit Card,Central,0.05,Storage Product 47,Storage,2024-08-29,31.96,S788,amy17@hotmail.com,2025-03-15,Femle,West,Silver
O586465,C00381,P0001,3.0,45.71,2025-08-10,Delivered,Paypal,East,0.0,Storage Product 39,Storage,2025-03-11,15.88,S339,lmiller@stone.com,2024-07-09,Male,South,Gold
O158886,C00495,P0021,4.0,22.86,2025-08-09,Delivered,Paypal,South,0.2,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,mcclainkatherine@hotmail.com,2024-09-18,Male,Central,Gold
O669466,C00058,P0011,3.0,8.18,2025-08-08,Delivered,Paypal,North,0.15,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,donnacampbell@hotmail.com,2025-03-08,Male,West,Gold
O887491,C00097,P0020,5.0,13.33,2025-08-07,Delivered,Credit Card,Central,0.1,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,dpeterson@yahoo.com,2025-07-06,Female,East,Silver
O779073,C00357,P0028,1.0,15.1,2025-08-06,Delyd,Credit Card,East,0.0,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,powerslawrence@gmail.com,2024-11-01,Male,Central,Silver
O706528,C00440,P0012,5.0,18.65,2025-08-05,Delivered,Paypal,East,0.1,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,vtaylor@young.com,2025-03-10,Other,North,Gold
O581459,C00322,P0016,4.0,30.57,2025-08-04,Delivered,Credit Card,North,0.1,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,sarahedwards@matthews.biz,2025-07-01,Male,South,Gold
O837867,C00350,P0028,4.0,0.0,2025-08-03,Delivered,Credit Card,East,0.15,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,patrickdarin@yahoo.com,2025-03-14,Female,North,Silver
O562529,C00014,P0021,1.0,24.58,2025-08-02,Cancelled,Credit Card,Central,0.1,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,djames@king.com,2025-03-27,Other,Central,Gold
O893913,C00230,P0025,2.0,18.59,2025-08-01,Delayed,Bank Transfer,West,0.1,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,laurayoung@johnson-spencer.com,2025-01-03,Other,South,Bronze
O545819,C00493,P0028,2.0,24.77,2025-07-31,Delayed,Paypal,West,0.2,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,tracygallagher@anderson.biz,2024-12-09,Female,South,Gold
O747355,C00221,P0010,3.0,41.66,2025-07-30,Delayed,Paypal,South,0.0,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,lambertrichard@owen.com,2025-05-31,Female,West,Silver
O185606,C00089,P0017,5.0,34.82,2025-07-29,Delayed,Credit Card,Central,0.15,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,fmcguire@yahoo.com,2024-09-30,Male,West,Silver
O740937,C00263,P0018,1.0,24.54,2025-07-28,Delivered,Credit Card,South,0.15,Storage Product 37,Storage,2024-07-18,6.08,S767,xcardenas@gmail.com,2024-10-26,Male,Central,Gold
O483675,C00049,P0027,3.0,29.82,2025-07-27,Cancelled,Bank Transfer,West,0.15,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,rasmussenjoshua@hotmail.com,2025-01-19,Male,South,Gold
O733243,C00206,P0024,4.0,30.44,2025-07-26,Delayed,Paypal,West,0.0,Storage Product 87,Storage,2025-02-24,26.33,S558,williamsrobert@hotmail.com,2024-12-30,Other,East,Gold
O361138,C00471,P0021,3.0,13.47,2025-07-25,Delivered,Credit Card,East,0.0,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,,,,,
O774723,C00306,P0021,1.0,43.07,2025-07-24,Delayed,Bank Transfer,Central,0.2,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,robin55@yahoo.com,2024-07-23,Femle,Central,Gold
O911957,C00205,P0006,4.0,8.62,2025-07-23,Delayed,Credit Card,East,0.1,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,scottmary@bentley.com,2024-10-06,Femle,East,Silver
O278048,C00062,P0020,3.0,20.02,2025-07-22,Cancelled,Credit Card,East,0.1,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,gregoryrubio@hotmail.com,2025-01-02,Male,West,Gold
O915165,C00117,P0026,2.0,27.85,2025-07-21,Delivered,Paypal,North,0.1,Storage Product 50,Storage,2025-02-08,27.06,S952,tyronemoran@thornton.info,2024-10-08,Female,North,Silver
O730037,C00313,P0015,2.0,17.09,2025-07-20,Cancelled,Bank Transfer,North,0.0,Storage Product 10,Storage,2024-08-08,39.21,S466,robinsonstephen@williamson.org,2025-06-25,Male,East,Bronze
O709855,C00244,P0023,5.0,30.62,2025-07-19,Delayed,Credit Card,West,0.15,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,james27@hotmail.com,2025-01-03,Male,West,Bronze
O986951,C00012,P0001,5.0,25.93,2025-07-18,Delayed,Paypal,West,0.0,Storage Product 39,Storage,2025-03-11,15.88,S339,zhurst@yahoo.com,2024-09-29,Femle,North,Silver
O652955,C00257,P0029,3.0,20.15,2025-07-17,Delivered,Credit Card,East,0.15,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,andrewedwards@gutierrez.biz,2025-01-16,Female,South,Gold
O107613,C00439,P0022,5.0,8.03,2025-07-16,Cancelled,Paypal,South,0.2,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,whitelucas@hotmail.com,2024-09-29,Other,North,Bronze
O471859,C00039,P0025,5.0,27.69,2025-07-15,Delayed,Bank Transfer,North,0.0,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,mcmillandennis@gmail.com,2025-06-16,Other,South,Silver
O826800,C00419,P0025,4.0,46.87,2025-07-14,Delayed,Credit Card,East,0.05,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,codygarcia@gmail.com,2024-08-22,Female,South,Bronze
O279797,C00395,P0005,2.0,47.28,2025-07-13,Delivered,Credit Card,North,0.2,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,collinssamuel@gmail.com,2024-07-28,Male,East,Gold
O493815,C00299,P0014,2.0,32.91,2025-07-12,Delivered,Bank Transfer,North,0.15,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,harttammy@hotmail.com,2025-01-27,Unspecified,Central,Silver
O528967,C00174,P0012,3.0,32.53,2025-07-11,Delivered,Bank Transfer,West,0.0,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,harrissierra@duran.com,2024-08-21,Other,South,Bronze
O832170,C00441,P0006,4.0,18.91,2025-07-10,Delivered,Paypal,South,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,sean43@steele.com,,Female,South,Bronze
O264443,C00079,P0022,2.0,12.62,2025-07-09,Delivered,Bank Transfer,South,0.0,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,vargasmaria@garcia.org,2025-05-14,Female,North,Bronze
O513524,C00231,P0006,4.0,43.5,2025-07-08,Cancelled,Credit Card,West,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,jonesraymond@higgins.org,2024-08-03,Male,Central,Silver
O741739,C00277,P0019,2.0,18.67,2025-07-07,Delayed,Credit Card,East,0.1,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,bryanwilson@yahoo.com,2024-09-06,Female,South,Gold
O338257,C00344,P0023,3.0,17.01,2025-07-06,Cancelled,Credit Card,South,0.15,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,mackdiane@jackson-salazar.org,2025-03-13,Female,West,Gold
O437438,C00295,P0022,1.0,10.73,2025-07-05,Delayed,Paypal,East,0.05,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,dturner@fry.biz,2025-02-06,Other,North,Bronze
O531806,C00119,P0007,2.0,10.54,2025-07-04,Cancelled,Credit Card,South,0.0,Personal Care Product 64,Personal Care,2024-09-30,33.63,S379,hillkristy@morgan-french.com,2025-05-20,Femle,South,Silver
O880754,C00440,P0026,1.0,20.3,2025-07-03,Delivered,Credit Card,Central,0.2,Storage Product 50,Storage,2025-02-08,27.06,S952,vtaylor@young.com,2025-03-10,Other,North,Gold
O711938,C00326,P0020,3.0,13.71,2025-07-02,Delayed,Paypal,West,0.05,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,rreynolds@hotmail.com,2025-03-19,Female,East,Gold
O693633,C00205,P0008,4.0,30.77,2025-07-01,Delivered,Credit Card,East,0.15,Storage Product 47,Storage,2024-08-29,31.96,S788,scottmary@bentley.com,2024-10-06,Femle,East,Silver
O891469,C00068,P0023,2.0,49.93,2025-06-30,Delayed,Paypal,North,0.15,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,jasminebrown@yahoo.com,2024-11-11,Femle,East,Gold
O159941,C00080,P0015,3.0,23.05,2025-06-29,Delivered,Credit Card,Central,0.15,Storage Product 10,Storage,2024-08-08,39.21,S466,reedross@jones-holland.com,2025-05-31,Femle,North,Bronze
O959381,C00191,P0030,4.0,18.9,2025-06-28,Delayed,Bank Transfer,Central,0.2,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,cameron18@hughes.org,2025-06-10,Other,East,Silver
O339773,C00396,P0021,4.0,15.41,2025-06-27,Delivered,Credit Card,West,0.0,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,middletondarren@lynch.com,2024-08-21,Male,North,Gold
O679532,C00414,P0011,1.0,30.78,2025-06-26,Delivered,Paypal,South,0.15,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,charlesharris@hotmail.com,2024-08-17,Male,South,Gold
O192542,C00484,P0009,2.0,40.3,2025-06-25,Cancelled,Paypal,East,0.0,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,matthewreeves@nichols.com,2025-01-19,Male,North,Gold
O153450,C00151,P0020,5.0,42.89,2025-06-24,Delayed,Credit Card,South,0.2,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,batesdarlene@hotmail.com,2024-07-14,Femle,Central,Gold
O569619,C00301,P0009,2.0,37.48,2025-06-23,Delivered,Bank Transfer,North,0.0,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,adamsemily@williams.org,2025-04-13,Female,Central,Gold
O573600,C00221,P0007,2.0,42.91,2025-06-22,Delivered,Bank Transfer,North,0.05,Personal Care Product 64,Personal Care,2024-09-30,33.63,S379,lambertrichard@owen.com,2025-05-31,Female,West,Silver
O195461,C00347,P0025,2.0,8.63,2025-06-21,Cancelled,Bank Transfer,East,0.0,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,dbrooks@chapman.com,2025-01-09,Male,East,Gold
O213547,C00278,P0030,4.0,45.44,2025-06-20,Delayed,Bank Transfer,West,0.1,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,hannah45@hotmail.com,2024-09-29,Female,Central,Bronze
O398194,C00017,P0020,2.0,42.91,2025-06-19,Delayed,Paypal,North,0.2,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,nathanielmartin@sellers.com,,Male,West,Gold
O979006,C00176,P0015,1.0,29.92,2025-06-18,Delivered,Bank Transfer,Central,0.1,Storage Product 10,Storage,2024-08-08,39.21,S466,sandersjudy@yahoo.com,2024-07-13,Other,South,Bronze
O515155,C00055,P0020,4.0,43.45,2025-06-17,Delivered,Bank Transfer,Central,0.2,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,william65@terry-spencer.com,2024-12-16,Female,North,Gold
O665993,C00451,P0005,1.0,48.52,2025-06-16,Delayed,Credit Card,North,0.0,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,tanthony@ruiz-jacobson.com,2024-08-10,Female,North,Gold
O781501,C00336,P0026,2.0,46.9,2025-06-15,Delivered,Credit Card,North,0.15,Storage Product 50,Storage,2025-02-08,27.06,S952,kevinmorrison@hotmail.com,2024-09-22,Female,East,Silver
O831941,C00245,P0018,5.0,29.97,2025-06-14,Delivered,Credit Card,East,0.0,Storage Product 37,Storage,2024-07-18,6.08,S767,tyler16@hotmail.com,2024-12-30,Male,North,Gold
O299937,C00478,P0012,4.0,47.43,2025-06-13,Delayed,Paypal,South,0.2,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,stephen37@yahoo.com,2025-03-25,Female,South,Gold
O282240,C00084,P0004,3.0,47.32,2025-06-12,Cancelled,Bank Transfer,Central,0.05,Kitchen Product 82,Kitchen,2025-04-19,9.13,S589,mariahmiller@yahoo.com,2024-10-08,Female,West,Gold
O894659,C00048,P0005,3.0,20.09,2025-06-11,Delivered,Credit Card,North,0.15,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,jeffreykeller@yahoo.com,2024-11-10,Femle,East,Gold
O170962,C00174,P0022,5.0,29.66,2025-06-10,Delayed,Paypal,East,0.2,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,harrissierra@duran.com,2024-08-21,Other,South,Bronze
O320877,C00029,P0001,3.0,48.72,2025-06-09,Delayed,Paypal,North,0.05,Storage Product 39,Storage,2025-03-11,15.88,S339,zlewis@gmail.com,2024-09-07,Male,North,Silver
O904347,C00108,P0002,4.0,22.12,2025-06-08,Cancelled,Bank Transfer,South,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,cassandra01@gmail.com,2025-03-24,Female,West,Bronze
O207825,C00018,P0028,4.0,9.07,2025-06-07,Delayed,Paypal,East,0.05,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,john39@gmail.com,2024-08-08,Female,North,Bronze
O593413,C00035,P0011,2.0,29.73,2025-06-06,Delivered,Credit Card,East,0.0,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,panderson@yahoo.com,2024-12-30,Other,South,Silver
O631161,C00059,P0010,1.0,46.71,2025-06-05,Cancelled,Credit Card,West,0.2,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,cardenaskaren@hotmail.com,2024-11-03,Female,West,Bronze
O294073,C00074,P0023,3.0,35.53,2025-06-04,Delivered,Credit Card,Central,0.05,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,shawnrogers@yahoo.com,2024-10-22,Male,North,Bronze
O437565,C00057,P0002,4.0,14.08,2025-06-03,Delivered,Paypal,Central,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,justin69@pena.com,2025-01-20,Male,Central,Gold
O811613,C00402,P0008,2.0,13.98,2025-06-02,Delayed,Credit Card,Central,0.0,Storage Product 47,Storage,2024-08-29,31.96,S788,trevinoalexander@ruiz.com,2024-09-13,Femle,South,Silver
O461115,C00091,P0012,4.0,39.84,2025-06-01,Delayed,Bank Transfer,South,0.1,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,jbarajas@yahoo.com,2024-11-19,Male,West,Silver
O386419,C00390,P0002,3.0,47.35,2025-05-31,Cancelled,Credit Card,South,0.05,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,hatfieldsarah@hughes.biz,2024-11-24,Female,East,Silver
O657375,C00179,P0024,4.0,32.8,2025-05-30,Delayed,Bank Transfer,South,0.1,Storage Product 87,Storage,2025-02-24,26.33,S558,christopher13@yahoo.com,2025-02-19,Femle,South,Gold
O338030,C00158,P0026,1.0,30.66,2025-05-29,Delivered,Credit Card,Central,0.05,Storage Product 50,Storage,2025-02-08,27.06,S952,browntimothy@yahoo.com,2024-12-18,Other,East,Bronze
O102518,C00419,P0030,3.0,28.86,2025-05-28,Delayed,Credit Card,North,0.0,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,codygarcia@gmail.com,2024-08-22,Female,South,Bronze
O957892,C00226,P0001,4.0,18.44,2025-05-27,Delivered,Credit Card,East,0.05,Storage Product 39,Storage,2025-03-11,15.88,S339,victorhughes@wilson.com,,Male,East,Gold
O888329,C00077,P0023,3.0,32.28,2025-05-26,Delayed,Paypal,Central,0.05,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,davidcaldwell@gould.com,2024-09-09,Femle,Central,Gold
O448444,C00139,P0006,4.0,32.43,2025-05-25,Delayed,Credit Card,North,0.15,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,browningmark@thompson-anderson.net,2025-06-11,Other,Central,Bronze
O323543,C00085,P0010,5.0,42.54,2025-05-24,Delivered,Bank Transfer,East,0.15,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,frogers@yahoo.com,2024-09-14,Male,South,Gold
O955641,C00478,P0028,5.0,10.29,2025-05-23,Delivered,Credit Card,South,0.2,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,stephen37@yahoo.com,2025-03-25,Female,South,Gold
O549755,C00466,P0020,2.0,29.18,2025-05-21,Delivered,Bank Transfer,East,0.1,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,xmccall@morgan.com,2024-10-22,Male,North,Gold
O748694,C00377,P0029,3.0,19.04,2025-05-20,Delayed,Paypal,North,0.05,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,scottsmith@harris-barker.com,2025-06-13,Female,Central,Bronze
O837906,C00022,P0017,4.0,43.81,2025-05-19,Delayed,Credit Card,West,0.0,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,adrianzimmerman@perez.com,2024-08-02,Female,West,Silver
O719148,C00113,P0016,4.0,24.76,2025-05-18,Delivered,Bank Transfer,South,0.0,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,mgutierrez@cox.com,2024-09-23,Femle,North,Gold
O506903,C00257,P0017,4.0,15.75,2025-05-17,Delivered,Paypal,West,0.1,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,andrewedwards@gutierrez.biz,2025-01-16,Female,South,Gold
O733633,C00330,P0030,2.0,23.2,2025-05-16,Delivered,Credit Card,Central,0.0,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,ryanhawkins@russell.com,2025-02-22,Other,West,Bronze
O681027,C00001,P0029,3.0,28.47,2025-05-15,Delayed,Paypal,Central,0.15,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,shaneramirez@gmail.com,2025-04-26,Male,Central,Silver
O943472,C00121,P0005,3.0,31.19,2025-05-14,Delayed,Bank Transfer,South,0.15,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,mcantu@hotmail.com,2024-10-06,Female,West,Gold
O993331,C00012,P0026,2.0,13.14,2025-05-13,Delivered,Credit Card,North,0.1,Storage Product 50,Storage,2025-02-08,27.06,S952,zhurst@yahoo.com,2024-09-29,Femle,North,Silver
O683681,C00134,P0020,2.0,18.46,2025-05-12,Delayed,Paypal,South,0.0,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,stephen43@yahoo.com,2025-06-02,Male,South,Gold
O719288,C00222,P0026,4.0,11.17,2025-05-11,Cancelled,Credit Card,Central,0.1,Storage Product 50,Storage,2025-02-08,27.06,S952,martinezjoel@hotmail.com,2024-11-25,Female,East,Silver
O552071,C00264,P0016,4.0,49.04,2025-05-10,Delayed,Bank Transfer,West,0.05,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,stephanie15@douglas-burgess.com,2024-09-22,Femle,Central,Bronze
O290605,C00009,P0023,4.0,13.47,2025-05-09,Delivered,Credit Card,Central,0.15,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,perezantonio@yahoo.com,2024-12-08,Female,South,Silver
O308714,C00401,P0019,3.0,13.71,2025-05-08,Cancelled,Credit Card,East,0.0,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,shannonemily@gmail.com,2024-10-02,Male,Central,Bronze
O141779,C00099,P0016,4.0,19.65,2025-05-07,Delayed,Credit Card,North,0.2,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,edwardhart@miller-wright.net,2025-04-28,Female,South,Gold
O904408,C00086,P0019,5.0,11.14,2025-05-06,Delayed,Credit Card,South,0.0,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,michaelgreen@yahoo.com,2025-06-12,Male,East,Bronze
O749722,C00397,P0017,3.0,39.27,2025-05-05,Delayed,Credit Card,East,0.1,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,jacquelinemartin@mills-logan.com,2024-09-08,Female,North,Silver
